	C_1_tpm	C_2_tpm	C_3_tpm	VS_1_tpm	VS_2_tpm	VS_3_tpm
AC005225.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.2	0.0	0.0	0.0	6.60612e-08	0.0	0.0
AC005229.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005230.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005237.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005242.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005244.1	0.631445	0.0	0.0	0.0	0.0	0.0
AC005252.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005255.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005258.1	0.0	0.0	0.0	1.1015700000000002	0.0	0.0
AC005261.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005262.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005294.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005296.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005297.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005297.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005297.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005300.1	1.00404	0.0	0.0	0.0	0.0	0.0
AC005324.3	0.0	0.0	0.0	0.0	0.0	0.0296894
AC005324.4	0.0	0.430278	0.327205	0.0	0.0	0.0
AC005324.6	0.0	0.0	0.0	0.0	0.0	0.0
AC005326.1	0.0	6.11396	0.0	0.0	0.0	3.70643
AC005332.2	1.63801	1.9691	0.759436	1.6234	1.9268599999999998	0.645266
AC005332.3	0.7385189999999999	0.0	0.30771	0.876345	0.8645450000000001	0.29894499999999996
AC005332.4	0.0	0.0	0.0	0.191176	0.0	0.0
AC005336.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005336.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005341.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005345.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005351.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005357.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005357.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005363.1	0.6408149999999999	0.0	0.0	0.952509	0.0	0.0
AC005377.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005410.1	0.0	0.353862	0.0	0.0	0.0	0.0
AC005412.1	0.09012339999999999	0.100216	0.0	0.0	0.0	0.0911663
AC005412.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005412.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005476.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005479.1	0.322656	0.0	0.334048	0.0	0.0	0.325209
AC005480.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005495.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005517.1	0.0	0.0	0.280923	0.0	0.313999	0.54611
AC005517.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005518.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005519.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005520.1	0.368634	0.309379	0.156082	0.639096	0.11606199999999998	0.11976600000000001
AC005520.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005521.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005522.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005524.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005531.1	0.0	0.0627173	0.05767669999999999	0.0	0.0	0.0561129
AC005532.2	0.0	0.0	0.0	0.0	0.0	0.505799
AC005534.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005539.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005550.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005551.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005559.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005562.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005587.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005588.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005618.2	0.0	0.0	0.0	0.0	0.0	0.030091500000000004
AC005622.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005632.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005632.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005668.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005670.2	2.42898	0.373153	0.20064300000000002	0.253546	1.71373	0.6554439999999999
AC005682.1	0.100428	0.056998	0.10491099999999999	0.149566	0.11857100000000001	0.203653
AC005697.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005702.2	5.933269999999999	6.54206	5.61637	4.41248	5.52431	5.13556
AC005702.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005702.4	0.0	0.449325	0.39982199999999996	0.0	0.0	0.390911
AC005702.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005722.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005726.1	0.0	0.0	0.0	0.9894290000000001	0.31295	0.00388991
AC005726.2	0.279489	0.238855	0.405535	0.711413	0.476625	0.45503699999999997
AC005730.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005740.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005740.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005741.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005758.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005771.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005776.1	0.0	0.0	0.0	0.0	1.03481	0.0
AC005777.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005779.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005786.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005798.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005822.1	0.0	0.0	0.0	0.07885139999999999	0.0	0.0
AC005828.6	0.0	0.0	0.0	0.0	0.0	1.41036
AC005828.7	0.0	0.0	0.0	0.0	0.0	0.0
AC005829.1	1.2508	0.64218	0.43231800000000004	0.273454	0.966467	0.42053199999999996
AC005829.2	0.0	0.117209	0.0	0.0	0.0	0.0
AC005832.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005832.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005832.4	0.0	0.0	0.586967	0.0	0.0	0.0
AC005833.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005833.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005837.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005838.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005840.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005840.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005840.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005841.2	0.200962	0.304562	0.0	0.199379	0.15793900000000002	0.135787
AC005865.2	0.108644	0.217277	0.197007	0.133441	0.25235100000000005	0.181424
AC005868.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005885.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005899.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005906.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005908.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005912.1	1.22096	1.2977299999999998	1.2070100000000001	2.29014	4.104	4.80098
AC005921.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005943.1	0.0	0.0	0.52274	0.0	0.0	0.0
AC005951.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005951.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005962.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005972.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005972.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005996.1	0.0	0.0	0.0518495	0.0	0.11789200000000001	0.0476494
AC006001.1	0.0	0.334511	0.0	0.0	0.0	0.0
AC006001.3	7.518210000000001	7.5495	8.9959	5.82165	5.43105	6.36017
AC006001.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006006.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006011.1	5.29327	23.1012	17.3273	14.5788	19.1465	19.9007
AC006011.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006015.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006020.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006022.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006023.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006023.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006026.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006026.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006028.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006030.1	0.0	0.0	0.0	0.0	0.015907499999999998	0.0
AC006033.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006042.3	0.0	0.0	0.0	0.049772500000000004	0.0	0.0
AC006065.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006065.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006070.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006077.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006115.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006116.1	0.0	0.0358484	0.0	0.0	0.0	0.0
AC006116.2	0.334644	0.0952215	0.17459000000000002	0.165883	0.492393	0.339042
AC006116.3	0.54301	0.0	1.11648	4.26907	0.625354	0.0
AC006116.7	9.97135	10.2404	8.566239999999999	6.1391599999999995	6.4972900000000005	6.37835
AC006120.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006122.1	0.341042	0.0	0.352954	0.0	0.0	0.0
AC006130.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006133.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006144.1	0.09073239999999999	0.05148330000000001	0.0472269	0.0448839	0.053411400000000005	0.0458394
AC006158.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006160.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006195.1	0.0	0.0	0.0959422	0.0911502	0.0	0.0
AC006197.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006199.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006210.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006210.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006236.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006254.1	0.0112012	0.0	0.0381425	0.0	0.0713867	0.023265599999999997
AC006254.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006254.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006262.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006269.1	2.82951	3.48745	2.9436299999999997	1.79437	2.1187	1.22581
AC006270.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006270.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006272.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006326.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006328.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006328.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006329.2	1.3188799999999998	1.02131	0.0	0.0	0.0	0.0
AC006335.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006338.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006338.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006349.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006355.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006362.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006363.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006366.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006380.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006386.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006386.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006390.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006427.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006441.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006441.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006445.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006445.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006449.4	0.0	0.0	1.53606	0.0	0.0	2.5303299999999997
AC006453.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006453.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006453.4	0.0	0.0	0.0	0.0	0.0721794	0.0
AC006453.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.2	0.283279	0.10756800000000001	0.196985	0.374288	0.0	0.38256999999999997
AC006455.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.6	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.7	0.0	0.0	0.0	0.0	0.0	0.0
AC006457.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006461.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006463.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006463.2	0.0	0.688847	0.0	0.0	0.6867300000000001	0.0
AC006466.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006480.1	0.0	0.0	0.500583	0.0	0.0	0.980131
AC006483.1	0.0	0.0	0.0	0.7456109999999999	0.0	0.776633
AC006484.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006486.1	0.0	1.7298	0.0	0.685597	1.72817	0.0
AC006499.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.6	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.7	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.8	0.0	0.0	0.0	0.0	0.0	0.0
AC006504.3	1.41431	1.63116	0.490138	2.78728	1.0952899999999999	1.1902
AC006504.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006504.6	0.0	0.0	0.0	0.0	0.0	0.0
AC006509.1	0.289642	0.650586	0.724974	0.717275	0.192461	0.179828
AC006509.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006511.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006511.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006512.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006512.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006517.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006518.1	0.0297486	0.0	0.0	0.0	0.0	0.0
AC006518.2	0.0	0.0	0.0	0.0	0.0703102	0.0
AC006518.3	0.0297486	0.0	0.0	0.0	0.0	0.0
AC006518.4	0.0	0.0	0.0	0.0	0.0703102	0.0
AC006518.5	0.0297486	0.0	0.0	0.0	0.0	0.0
AC006518.6	0.0	0.0	0.0	0.0	0.0703102	0.0
AC006529.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006530.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006534.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006538.2	0.0	0.0	0.0	0.0	1.7803200000000001	1.05777e-08
AC006539.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006539.2	0.0	0.0	0.0	0.0	0.0	0.200282
AC006539.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006548.1	0.0	0.949842	0.7680600000000001	0.0	0.929367	1.71418
AC006548.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006557.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006557.4	0.9167069999999999	1.01525	0.169152	0.570345	0.184909	0.0
AC006557.5	0.0	0.0	0.0	0.0	0.130297	0.224701
AC006600.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006924.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006946.1	0.0	2.37016	0.0	0.670281	0.0	0.0
AC006960.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006965.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006967.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006970.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006970.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006971.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006978.1	3.98956	4.95796	4.23099	3.15478	3.5288699999999995	3.72804
AC006978.2	0.248744	0.9049809999999999	0.0	0.28977800000000004	0.0	0.0
AC006986.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006987.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006987.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006987.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006987.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006989.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006994.1	0.0	0.0	0.110027	0.0	0.0	0.0
AC007000.1	0.41231	0.334376	0.649012	0.340287	0.40344	0.607567
AC007000.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007012.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007016.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007040.2	3.5347	3.86024	3.14305	2.448	2.58006	2.9150400000000003
AC007041.1	0.06802319999999999	0.0	0.0	0.0	0.0	0.13788399999999998
AC007064.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007064.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007064.4	0.0	0.0	0.0	0.0	0.0	0.0
AC007066.1	0.0	0.0	0.0	0.0	0.550964	0.0
AC007068.1	1.14016	0.0	0.305151	0.666107	1.06634	0.0
AC007068.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007098.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007115.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007136.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007151.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007160.1	0.0	0.0	0.0	0.0	0.837362	0.0
AC007161.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007161.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007179.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007182.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007192.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007204.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007204.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007207.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007215.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007216.5	0.0	0.0	0.0	0.0	0.0	0.0
AC007224.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007225.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007225.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007228.1	2.09437	0.0	0.0	1.86695	2.3324700000000003	0.292648
AC007229.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007237.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007238.1	0.041278699999999995	0.0	0.043360699999999995	0.0	0.0491131	0.0
AC007240.1	2.28118	2.17266	2.39775	1.9285700000000001	2.76438	1.7075099999999999
AC007241.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007253.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007255.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007256.1	0.337727	0.245959	0.302704	0.43123900000000004	0.256713	0.195801
AC007262.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007274.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007274.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007274.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007275.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007279.1	0.0	0.12074800000000001	0.0	0.10487300000000001	0.0	0.107222
AC007283.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007312.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007318.1	0.0	0.18343800000000002	0.861925	0.967352	0.608298	0.49249799999999994
AC007318.2	0.0	0.0	1.28827	0.0	0.0	0.0
AC007322.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007322.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007322.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007322.4	0.0	0.0	0.0	0.0	0.0	0.0
AC007325.1	0.00939259	0.0	0.00981925	0.0309935	0.0	0.022103400000000002
AC007325.2	0.18223399999999998	0.00389153	0.0	0.0694581	0.00214537	0.129832
AC007325.3	0.0	0.0	0.0	0.0	0.0	0.144345
AC007325.4	3.07295	1.83215	2.11436	3.25427	4.287669999999999	2.9504099999999998
AC007326.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007326.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007326.4	7.22248	8.67706	9.41333	8.80268	7.454060000000001	8.039019999999999
AC007327.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007342.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007342.3	0.08669650000000001	0.100244	0.0	0.08979069999999999	0.115731	0.07625549999999999
AC007346.1	0.144859	0.0	0.0	0.0	0.0	0.0
AC007346.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007347.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007363.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007365.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007375.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007375.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007376.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007383.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007383.6	1.12572	1.0425799999999998	0.0	0.502851	0.0	0.0
AC007386.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007387.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007389.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007389.4	0.22955100000000003	0.0	0.119645	0.0	0.0	0.0
AC007390.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007394.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007395.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007424.1	0.022481400000000002	0.101845	0.0235072	0.0447033	0.0532293	0.0456404
AC007435.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007448.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007450.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007450.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007450.4	0.0	0.0	0.0	0.46275200000000005	0.0	0.0
AC007458.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007494.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007536.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007537.1	0.0	0.0	0.354222	0.0	0.0	0.0
AC007537.2	0.0	0.0	0.0	0.0	0.14340799999999998	0.124694
AC007537.3	0.0	0.0	0.0	0.0	0.14340799999999998	0.124694
AC007537.4	0.0	0.0	0.354222	0.0	0.0	0.0
AC007537.5	0.462631	1.18797	0.602809	0.458007	1.22176	0.9367139999999999
AC007547.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007547.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007551.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007551.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007552.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007559.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007560.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007562.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007563.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007566.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007568.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007599.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007603.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007610.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007618.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007619.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007619.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007620.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007621.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007621.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007622.1	0.0	0.0	0.468584	0.0	0.261871	0.0
AC007663.1	0.0	0.0	0.0	0.061477300000000006	0.0730664	0.0
AC007671.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007677.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007679.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007679.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007679.4	0.0	0.0	0.0	0.0	0.0	0.0
AC007679.6	0.0	0.0	0.0	0.0	0.0	0.0
AC007683.1	0.0	0.107127	0.0970563	0.184184	0.0	0.0
AC007685.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007686.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007688.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007690.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007718.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007731.2	0.503412	0.618626	0.482195	0.749993	0.9417610000000001	0.8508620000000001
AC007731.5	0.0	0.0	0.0	0.243117	0.0	0.0
AC007738.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007742.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007742.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007751.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007751.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007785.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007790.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007834.2	0.613973	0.0	0.0	0.0	0.0	0.0
AC007842.1	0.0	0.038529	0.0	0.016884599999999996	0.020093299999999998	0.034474
AC007842.2	0.0	0.038529	0.0	0.016884599999999996	0.020093299999999998	0.034474
AC007849.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007881.1	0.0	1.80614	0.0	0.0	0.0	0.0
AC007899.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007906.2	0.127273	0.592543	0.31381	1.51116	0.050123400000000005	0.6111800000000001
AC007908.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007919.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007919.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007923.2	0.045690800000000004	0.0	0.0	0.0452083	0.0	0.0926925
AC007923.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007954.1	0.0	0.0	0.0	0.0	0.0	0.267349
AC007956.1	0.439159	0.253013	0.45673199999999997	0.0	0.255414	0.221861
AC007967.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007967.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007967.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007967.4	0.0	0.0	0.0	0.0	0.0	0.0
AC007969.1	0.0	0.0	1.37572	0.652415	0.384882	0.334216
AC007969.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007991.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007992.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007992.2	0.0	0.0	0.0	0.0	0.0	0.0
